period,year,month,branch_id,account_id,budget_amount
2022-09,2022,9,B008,40,-19360.0
2022-09,2022,9,B009,1,85272.0
2022-09,2022,9,B009,2,65076.0
2022-09,2022,9,B009,3,47124.0
2022-09,2022,9,B009,4,58344.0
2022-09,2022,9,B009,5,39600.0
2022-09,2022,9,B009,6,19800.0
2022-09,2022,9,B009,7,26400.0
2022-09,2022,9,B009,8,16500.0
2022-09,2022,9,B009,9,13200.0
2022-09,2022,9,B009,10,20900.0
2022-09,2022,9,B009,11,30800.0
2022-09,2022,9,B009,12,10098.0
2022-09,2022,9,B009,13,-9240.0
2022-09,2022,9,B009,14,-6820.0
2022-09,2022,9,B009,15,-6160.0
2022-09,2022,9,B009,16,-58520.0
2022-09,2022,9,B009,17,-12540.0
2022-09,2022,9,B009,18,-11495.0
2022-09,2022,9,B009,19,-10560.0
2022-09,2022,9,B009,20,-4840.0
2022-09,2022,9,B009,21,-4180.0
2022-09,2022,9,B009,22,-3080.0
2022-09,2022,9,B009,23,-13640.0
2022-09,2022,9,B009,24,-6820.0
2022-09,2022,9,B009,25,-6160.0
2022-09,2022,9,B009,26,-3960.0
2022-09,2022,9,B009,27,-11440.0
2022-09,2022,9,B009,28,-3520.0
2022-09,2022,9,B009,29,-4807.0
2022-09,2022,9,B009,30,-6479.0
2022-09,2022,9,B009,31,-2508.0
2022-09,2022,9,B009,32,-3960.0
2022-09,2022,9,B009,33,-3080.0
2022-09,2022,9,B009,34,-4620.0
2022-09,2022,9,B009,35,-6380.0
2022-09,2022,9,B009,36,-2640.0
2022-09,2022,9,B009,37,-2420.0
2022-09,2022,9,B009,38,-8360.0
2022-09,2022,9,B009,39,-3080.0
2022-09,2022,9,B009,40,-19360.0
2022-09,2022,9,B010,1,85272.0
2022-09,2022,9,B010,2,65076.0
2022-09,2022,9,B010,3,47124.0
2022-09,2022,9,B010,4,58344.0
2022-09,2022,9,B010,5,39600.0
2022-09,2022,9,B010,6,19800.0
2022-09,2022,9,B010,7,26400.0
2022-09,2022,9,B010,8,16500.0
2022-09,2022,9,B010,9,13200.0
2022-09,2022,9,B010,10,20900.0
2022-09,2022,9,B010,11,30800.0
2022-09,2022,9,B010,12,10098.0
2022-09,2022,9,B010,13,-9240.0
2022-09,2022,9,B010,14,-6820.0
2022-09,2022,9,B010,15,-6160.0
2022-09,2022,9,B010,16,-58520.0
2022-09,2022,9,B010,17,-12540.0
2022-09,2022,9,B010,18,-11495.0
2022-09,2022,9,B010,19,-10560.0
2022-09,2022,9,B010,20,-4840.0
2022-09,2022,9,B010,21,-4180.0
2022-09,2022,9,B010,22,-3080.0
2022-09,2022,9,B010,23,-13640.0
2022-09,2022,9,B010,24,-6820.0
2022-09,2022,9,B010,25,-6160.0
2022-09,2022,9,B010,26,-3960.0
2022-09,2022,9,B010,27,-11440.0
2022-09,2022,9,B010,28,-3520.0
2022-09,2022,9,B010,29,-4807.0
2022-09,2022,9,B010,30,-6479.0
2022-09,2022,9,B010,31,-2508.0
2022-09,2022,9,B010,32,-3960.0
2022-09,2022,9,B010,33,-3080.0
2022-09,2022,9,B010,34,-4620.0
2022-09,2022,9,B010,35,-6380.0
2022-09,2022,9,B010,36,-2640.0
2022-09,2022,9,B010,37,-2420.0
2022-09,2022,9,B010,38,-8360.0
2022-09,2022,9,B010,39,-3080.0
2022-09,2022,9,B010,40,-19360.0
2022-09,2022,9,B011,1,85272.0
2022-09,2022,9,B011,2,65076.0
2022-09,2022,9,B011,3,47124.0
2022-09,2022,9,B011,4,58344.0
2022-09,2022,9,B011,5,39600.0
2022-09,2022,9,B011,6,19800.0
2022-09,2022,9,B011,7,26400.0
2022-09,2022,9,B011,8,16500.0
2022-09,2022,9,B011,9,13200.0
2022-09,2022,9,B011,10,20900.0
2022-09,2022,9,B011,11,30800.0
2022-09,2022,9,B011,12,10098.0
2022-09,2022,9,B011,13,-9240.0
2022-09,2022,9,B011,14,-6820.0
2022-09,2022,9,B011,15,-6160.0
2022-09,2022,9,B011,16,-58520.0
2022-09,2022,9,B011,17,-12540.0
2022-09,2022,9,B011,18,-11495.0
2022-09,2022,9,B011,19,-10560.0
2022-09,2022,9,B011,20,-4840.0
2022-09,2022,9,B011,21,-4180.0
2022-09,2022,9,B011,22,-3080.0
2022-09,2022,9,B011,23,-13640.0
2022-09,2022,9,B011,24,-6820.0
2022-09,2022,9,B011,25,-6160.0
2022-09,2022,9,B011,26,-3960.0
2022-09,2022,9,B011,27,-11440.0
2022-09,2022,9,B011,28,-3520.0
2022-09,2022,9,B011,29,-4807.0
2022-09,2022,9,B011,30,-6479.0
2022-09,2022,9,B011,31,-2508.0
2022-09,2022,9,B011,32,-3960.0
2022-09,2022,9,B011,33,-3080.0
2022-09,2022,9,B011,34,-4620.0
2022-09,2022,9,B011,35,-6380.0
2022-09,2022,9,B011,36,-2640.0
2022-09,2022,9,B011,37,-2420.0
2022-09,2022,9,B011,38,-8360.0
2022-09,2022,9,B011,39,-3080.0
2022-09,2022,9,B011,40,-19360.0
2022-09,2022,9,B012,1,85272.0
2022-09,2022,9,B012,2,65076.0
2022-09,2022,9,B012,3,47124.0
2022-09,2022,9,B012,4,58344.0
2022-09,2022,9,B012,5,39600.0
2022-09,2022,9,B012,6,19800.0
2022-09,2022,9,B012,7,26400.0
2022-09,2022,9,B012,8,16500.0
2022-09,2022,9,B012,9,13200.0
2022-09,2022,9,B012,10,20900.0
2022-09,2022,9,B012,11,30800.0
2022-09,2022,9,B012,12,10098.0
2022-09,2022,9,B012,13,-9240.0
2022-09,2022,9,B012,14,-6820.0
2022-09,2022,9,B012,15,-6160.0
2022-09,2022,9,B012,16,-58520.0
2022-09,2022,9,B012,17,-12540.0
2022-09,2022,9,B012,18,-11495.0
2022-09,2022,9,B012,19,-10560.0
2022-09,2022,9,B012,20,-4840.0
2022-09,2022,9,B012,21,-4180.0
2022-09,2022,9,B012,22,-3080.0
2022-09,2022,9,B012,23,-13640.0
2022-09,2022,9,B012,24,-6820.0
2022-09,2022,9,B012,25,-6160.0
2022-09,2022,9,B012,26,-3960.0
2022-09,2022,9,B012,27,-11440.0
2022-09,2022,9,B012,28,-3520.0
2022-09,2022,9,B012,29,-4807.0
2022-09,2022,9,B012,30,-6479.0
2022-09,2022,9,B012,31,-2508.0
2022-09,2022,9,B012,32,-3960.0
2022-09,2022,9,B012,33,-3080.0
2022-09,2022,9,B012,34,-4620.0
2022-09,2022,9,B012,35,-6380.0
2022-09,2022,9,B012,36,-2640.0
2022-09,2022,9,B012,37,-2420.0
2022-09,2022,9,B012,38,-8360.0
2022-09,2022,9,B012,39,-3080.0
2022-09,2022,9,B012,40,-19360.0
2022-09,2022,9,B013,1,85272.0
2022-09,2022,9,B013,2,65076.0
2022-09,2022,9,B013,3,47124.0
2022-09,2022,9,B013,4,58344.0
2022-09,2022,9,B013,5,39600.0
2022-09,2022,9,B013,6,19800.0
2022-09,2022,9,B013,7,26400.0
2022-09,2022,9,B013,8,16500.0
2022-09,2022,9,B013,9,13200.0
2022-09,2022,9,B013,10,20900.0
2022-09,2022,9,B013,11,30800.0
2022-09,2022,9,B013,12,10098.0
2022-09,2022,9,B013,13,-9240.0
2022-09,2022,9,B013,14,-6820.0
2022-09,2022,9,B013,15,-6160.0
2022-09,2022,9,B013,16,-58520.0
2022-09,2022,9,B013,17,-12540.0
2022-09,2022,9,B013,18,-11495.0
2022-09,2022,9,B013,19,-10560.0
2022-09,2022,9,B013,20,-4840.0
2022-09,2022,9,B013,21,-4180.0
2022-09,2022,9,B013,22,-3080.0
2022-09,2022,9,B013,23,-13640.0
2022-09,2022,9,B013,24,-6820.0
2022-09,2022,9,B013,25,-6160.0
2022-09,2022,9,B013,26,-3960.0
2022-09,2022,9,B013,27,-11440.0
2022-09,2022,9,B013,28,-3520.0
2022-09,2022,9,B013,29,-4807.0
2022-09,2022,9,B013,30,-6479.0
2022-09,2022,9,B013,31,-2508.0
2022-09,2022,9,B013,32,-3960.0
2022-09,2022,9,B013,33,-3080.0
2022-09,2022,9,B013,34,-4620.0
2022-09,2022,9,B013,35,-6380.0
2022-09,2022,9,B013,36,-2640.0
2022-09,2022,9,B013,37,-2420.0
2022-09,2022,9,B013,38,-8360.0
2022-09,2022,9,B013,39,-3080.0
2022-09,2022,9,B013,40,-19360.0
2022-09,2022,9,B014,1,85272.0
2022-09,2022,9,B014,2,65076.0
2022-09,2022,9,B014,3,47124.0
2022-09,2022,9,B014,4,58344.0
2022-09,2022,9,B014,5,39600.0
2022-09,2022,9,B014,6,19800.0
2022-09,2022,9,B014,7,26400.0
2022-09,2022,9,B014,8,16500.0
2022-09,2022,9,B014,9,13200.0
2022-09,2022,9,B014,10,20900.0
2022-09,2022,9,B014,11,30800.0
2022-09,2022,9,B014,12,10098.0
2022-09,2022,9,B014,13,-9240.0
2022-09,2022,9,B014,14,-6820.0
2022-09,2022,9,B014,15,-6160.0
2022-09,2022,9,B014,16,-58520.0
2022-09,2022,9,B014,17,-12540.0
2022-09,2022,9,B014,18,-11495.0
2022-09,2022,9,B014,19,-10560.0
2022-09,2022,9,B014,20,-4840.0
2022-09,2022,9,B014,21,-4180.0
2022-09,2022,9,B014,22,-3080.0
2022-09,2022,9,B014,23,-13640.0
2022-09,2022,9,B014,24,-6820.0
2022-09,2022,9,B014,25,-6160.0
2022-09,2022,9,B014,26,-3960.0
2022-09,2022,9,B014,27,-11440.0
2022-09,2022,9,B014,28,-3520.0
2022-09,2022,9,B014,29,-4807.0
2022-09,2022,9,B014,30,-6479.0
2022-09,2022,9,B014,31,-2508.0
2022-09,2022,9,B014,32,-3960.0
2022-09,2022,9,B014,33,-3080.0
2022-09,2022,9,B014,34,-4620.0
2022-09,2022,9,B014,35,-6380.0
2022-09,2022,9,B014,36,-2640.0
2022-09,2022,9,B014,37,-2420.0
2022-09,2022,9,B014,38,-8360.0
2022-09,2022,9,B014,39,-3080.0
2022-09,2022,9,B014,40,-19360.0
2022-09,2022,9,B015,1,85272.0
2022-09,2022,9,B015,2,65076.0
2022-09,2022,9,B015,3,47124.0
2022-09,2022,9,B015,4,58344.0
2022-09,2022,9,B015,5,39600.0
2022-09,2022,9,B015,6,19800.0
2022-09,2022,9,B015,7,26400.0
2022-09,2022,9,B015,8,16500.0
2022-09,2022,9,B015,9,13200.0
2022-09,2022,9,B015,10,20900.0
2022-09,2022,9,B015,11,30800.0
2022-09,2022,9,B015,12,10098.0
2022-09,2022,9,B015,13,-9240.0
2022-09,2022,9,B015,14,-6820.0
2022-09,2022,9,B015,15,-6160.0
2022-09,2022,9,B015,16,-58520.0
2022-09,2022,9,B015,17,-12540.0
2022-09,2022,9,B015,18,-11495.0
2022-09,2022,9,B015,19,-10560.0
2022-09,2022,9,B015,20,-4840.0
2022-09,2022,9,B015,21,-4180.0
2022-09,2022,9,B015,22,-3080.0
2022-09,2022,9,B015,23,-13640.0
2022-09,2022,9,B015,24,-6820.0
2022-09,2022,9,B015,25,-6160.0
2022-09,2022,9,B015,26,-3960.0
2022-09,2022,9,B015,27,-11440.0
2022-09,2022,9,B015,28,-3520.0
2022-09,2022,9,B015,29,-4807.0
2022-09,2022,9,B015,30,-6479.0
2022-09,2022,9,B015,31,-2508.0
2022-09,2022,9,B015,32,-3960.0
2022-09,2022,9,B015,33,-3080.0
2022-09,2022,9,B015,34,-4620.0
2022-09,2022,9,B015,35,-6380.0
2022-09,2022,9,B015,36,-2640.0
2022-09,2022,9,B015,37,-2420.0
2022-09,2022,9,B015,38,-8360.0
2022-09,2022,9,B015,39,-3080.0
2022-09,2022,9,B015,40,-19360.0
2022-09,2022,9,B016,1,85272.0
2022-09,2022,9,B016,2,65076.0
2022-09,2022,9,B016,3,47124.0
2022-09,2022,9,B016,4,58344.0
2022-09,2022,9,B016,5,39600.0
2022-09,2022,9,B016,6,19800.0
2022-09,2022,9,B016,7,26400.0
2022-09,2022,9,B016,8,16500.0
2022-09,2022,9,B016,9,13200.0
2022-09,2022,9,B016,10,20900.0
2022-09,2022,9,B016,11,30800.0
2022-09,2022,9,B016,12,10098.0
2022-09,2022,9,B016,13,-9240.0
2022-09,2022,9,B016,14,-6820.0
2022-09,2022,9,B016,15,-6160.0
2022-09,2022,9,B016,16,-58520.0
2022-09,2022,9,B016,17,-12540.0
2022-09,2022,9,B016,18,-11495.0
2022-09,2022,9,B016,19,-10560.0
2022-09,2022,9,B016,20,-4840.0
2022-09,2022,9,B016,21,-4180.0
2022-09,2022,9,B016,22,-3080.0
2022-09,2022,9,B016,23,-13640.0
2022-09,2022,9,B016,24,-6820.0
2022-09,2022,9,B016,25,-6160.0
2022-09,2022,9,B016,26,-3960.0
2022-09,2022,9,B016,27,-11440.0
2022-09,2022,9,B016,28,-3520.0
2022-09,2022,9,B016,29,-4807.0
2022-09,2022,9,B016,30,-6479.0
2022-09,2022,9,B016,31,-2508.0
2022-09,2022,9,B016,32,-3960.0
2022-09,2022,9,B016,33,-3080.0
2022-09,2022,9,B016,34,-4620.0
2022-09,2022,9,B016,35,-6380.0
2022-09,2022,9,B016,36,-2640.0
2022-09,2022,9,B016,37,-2420.0
2022-09,2022,9,B016,38,-8360.0
2022-09,2022,9,B016,39,-3080.0
2022-09,2022,9,B016,40,-19360.0
2022-09,2022,9,B017,1,85272.0
2022-09,2022,9,B017,2,65076.0
2022-09,2022,9,B017,3,47124.0
2022-09,2022,9,B017,4,58344.0
2022-09,2022,9,B017,5,39600.0
2022-09,2022,9,B017,6,19800.0
2022-09,2022,9,B017,7,26400.0
2022-09,2022,9,B017,8,16500.0
2022-09,2022,9,B017,9,13200.0
2022-09,2022,9,B017,10,20900.0
2022-09,2022,9,B017,11,30800.0
2022-09,2022,9,B017,12,10098.0
2022-09,2022,9,B017,13,-9240.0
2022-09,2022,9,B017,14,-6820.0
2022-09,2022,9,B017,15,-6160.0
2022-09,2022,9,B017,16,-58520.0
2022-09,2022,9,B017,17,-12540.0
2022-09,2022,9,B017,18,-11495.0
2022-09,2022,9,B017,19,-10560.0
2022-09,2022,9,B017,20,-4840.0
2022-09,2022,9,B017,21,-4180.0
2022-09,2022,9,B017,22,-3080.0
2022-09,2022,9,B017,23,-13640.0
2022-09,2022,9,B017,24,-6820.0
2022-09,2022,9,B017,25,-6160.0
2022-09,2022,9,B017,26,-3960.0
2022-09,2022,9,B017,27,-11440.0
2022-09,2022,9,B017,28,-3520.0
2022-09,2022,9,B017,29,-4807.0
2022-09,2022,9,B017,30,-6479.0
2022-09,2022,9,B017,31,-2508.0
2022-09,2022,9,B017,32,-3960.0
2022-09,2022,9,B017,33,-3080.0
2022-09,2022,9,B017,34,-4620.0
2022-09,2022,9,B017,35,-6380.0
2022-09,2022,9,B017,36,-2640.0
2022-09,2022,9,B017,37,-2420.0
2022-09,2022,9,B017,38,-8360.0
2022-09,2022,9,B017,39,-3080.0
2022-09,2022,9,B017,40,-19360.0
2022-09,2022,9,B018,1,85272.0
2022-09,2022,9,B018,2,65076.0
2022-09,2022,9,B018,3,47124.0
2022-09,2022,9,B018,4,58344.0
2022-09,2022,9,B018,5,39600.0
2022-09,2022,9,B018,6,19800.0
2022-09,2022,9,B018,7,26400.0
2022-09,2022,9,B018,8,16500.0
2022-09,2022,9,B018,9,13200.0
2022-09,2022,9,B018,10,20900.0
2022-09,2022,9,B018,11,30800.0
2022-09,2022,9,B018,12,10098.0
2022-09,2022,9,B018,13,-9240.0
2022-09,2022,9,B018,14,-6820.0
2022-09,2022,9,B018,15,-6160.0
2022-09,2022,9,B018,16,-58520.0
2022-09,2022,9,B018,17,-12540.0
2022-09,2022,9,B018,18,-11495.0
2022-09,2022,9,B018,19,-10560.0
2022-09,2022,9,B018,20,-4840.0
2022-09,2022,9,B018,21,-4180.0
2022-09,2022,9,B018,22,-3080.0
2022-09,2022,9,B018,23,-13640.0
2022-09,2022,9,B018,24,-6820.0
2022-09,2022,9,B018,25,-6160.0
2022-09,2022,9,B018,26,-3960.0
2022-09,2022,9,B018,27,-11440.0
2022-09,2022,9,B018,28,-3520.0
2022-09,2022,9,B018,29,-4807.0
2022-09,2022,9,B018,30,-6479.0
2022-09,2022,9,B018,31,-2508.0
2022-09,2022,9,B018,32,-3960.0
2022-09,2022,9,B018,33,-3080.0
2022-09,2022,9,B018,34,-4620.0
2022-09,2022,9,B018,35,-6380.0
2022-09,2022,9,B018,36,-2640.0
2022-09,2022,9,B018,37,-2420.0
2022-09,2022,9,B018,38,-8360.0
2022-09,2022,9,B018,39,-3080.0
2022-09,2022,9,B018,40,-19360.0
2022-09,2022,9,B019,1,85272.0
2022-09,2022,9,B019,2,65076.0
2022-09,2022,9,B019,3,47124.0
2022-09,2022,9,B019,4,58344.0
2022-09,2022,9,B019,5,39600.0
2022-09,2022,9,B019,6,19800.0
2022-09,2022,9,B019,7,26400.0
2022-09,2022,9,B019,8,16500.0
2022-09,2022,9,B019,9,13200.0
2022-09,2022,9,B019,10,20900.0
2022-09,2022,9,B019,11,30800.0
2022-09,2022,9,B019,12,10098.0
2022-09,2022,9,B019,13,-9240.0
2022-09,2022,9,B019,14,-6820.0
2022-09,2022,9,B019,15,-6160.0
2022-09,2022,9,B019,16,-58520.0
2022-09,2022,9,B019,17,-12540.0
2022-09,2022,9,B019,18,-11495.0
2022-09,2022,9,B019,19,-10560.0
2022-09,2022,9,B019,20,-4840.0
2022-09,2022,9,B019,21,-4180.0
2022-09,2022,9,B019,22,-3080.0
2022-09,2022,9,B019,23,-13640.0
2022-09,2022,9,B019,24,-6820.0
2022-09,2022,9,B019,25,-6160.0
2022-09,2022,9,B019,26,-3960.0
2022-09,2022,9,B019,27,-11440.0
2022-09,2022,9,B019,28,-3520.0
2022-09,2022,9,B019,29,-4807.0
2022-09,2022,9,B019,30,-6479.0
2022-09,2022,9,B019,31,-2508.0
2022-09,2022,9,B019,32,-3960.0
2022-09,2022,9,B019,33,-3080.0
2022-09,2022,9,B019,34,-4620.0
2022-09,2022,9,B019,35,-6380.0
2022-09,2022,9,B019,36,-2640.0
2022-09,2022,9,B019,37,-2420.0
2022-09,2022,9,B019,38,-8360.0
2022-09,2022,9,B019,39,-3080.0
2022-09,2022,9,B019,40,-19360.0
2022-09,2022,9,B020,1,85272.0
2022-09,2022,9,B020,2,65076.0
2022-09,2022,9,B020,3,47124.0
2022-09,2022,9,B020,4,58344.0
2022-09,2022,9,B020,5,39600.0
2022-09,2022,9,B020,6,19800.0
2022-09,2022,9,B020,7,26400.0
2022-09,2022,9,B020,8,16500.0
2022-09,2022,9,B020,9,13200.0
2022-09,2022,9,B020,10,20900.0
2022-09,2022,9,B020,11,30800.0
2022-09,2022,9,B020,12,10098.0
2022-09,2022,9,B020,13,-9240.0
2022-09,2022,9,B020,14,-6820.0
2022-09,2022,9,B020,15,-6160.0
2022-09,2022,9,B020,16,-58520.0
2022-09,2022,9,B020,17,-12540.0
2022-09,2022,9,B020,18,-11495.0
2022-09,2022,9,B020,19,-10560.0
2022-09,2022,9,B020,20,-4840.0
2022-09,2022,9,B020,21,-4180.0
2022-09,2022,9,B020,22,-3080.0
2022-09,2022,9,B020,23,-13640.0
2022-09,2022,9,B020,24,-6820.0
2022-09,2022,9,B020,25,-6160.0
2022-09,2022,9,B020,26,-3960.0
2022-09,2022,9,B020,27,-11440.0
2022-09,2022,9,B020,28,-3520.0
2022-09,2022,9,B020,29,-4807.0
2022-09,2022,9,B020,30,-6479.0
2022-09,2022,9,B020,31,-2508.0
2022-09,2022,9,B020,32,-3960.0
2022-09,2022,9,B020,33,-3080.0
2022-09,2022,9,B020,34,-4620.0
2022-09,2022,9,B020,35,-6380.0
2022-09,2022,9,B020,36,-2640.0
2022-09,2022,9,B020,37,-2420.0
2022-09,2022,9,B020,38,-8360.0
2022-09,2022,9,B020,39,-3080.0
2022-09,2022,9,B020,40,-19360.0
2022-09,2022,9,B021,1,85272.0
2022-09,2022,9,B021,2,65076.0
2022-09,2022,9,B021,3,47124.0
2022-09,2022,9,B021,4,58344.0
2022-09,2022,9,B021,5,39600.0
2022-09,2022,9,B021,6,19800.0
2022-09,2022,9,B021,7,26400.0
2022-09,2022,9,B021,8,16500.0
2022-09,2022,9,B021,9,13200.0
2022-09,2022,9,B021,10,20900.0
2022-09,2022,9,B021,11,30800.0
2022-09,2022,9,B021,12,10098.0
2022-09,2022,9,B021,13,-9240.0
2022-09,2022,9,B021,14,-6820.0
2022-09,2022,9,B021,15,-6160.0
2022-09,2022,9,B021,16,-58520.0
2022-09,2022,9,B021,17,-12540.0
2022-09,2022,9,B021,18,-11495.0
2022-09,2022,9,B021,19,-10560.0
2022-09,2022,9,B021,20,-4840.0
2022-09,2022,9,B021,21,-4180.0
2022-09,2022,9,B021,22,-3080.0
2022-09,2022,9,B021,23,-13640.0
2022-09,2022,9,B021,24,-6820.0
2022-09,2022,9,B021,25,-6160.0
2022-09,2022,9,B021,26,-3960.0
2022-09,2022,9,B021,27,-11440.0
2022-09,2022,9,B021,28,-3520.0
2022-09,2022,9,B021,29,-4807.0
2022-09,2022,9,B021,30,-6479.0
2022-09,2022,9,B021,31,-2508.0
2022-09,2022,9,B021,32,-3960.0
2022-09,2022,9,B021,33,-3080.0
2022-09,2022,9,B021,34,-4620.0
2022-09,2022,9,B021,35,-6380.0
2022-09,2022,9,B021,36,-2640.0
2022-09,2022,9,B021,37,-2420.0
2022-09,2022,9,B021,38,-8360.0
2022-09,2022,9,B021,39,-3080.0
2022-09,2022,9,B021,40,-19360.0
2022-09,2022,9,B022,1,85272.0
2022-09,2022,9,B022,2,65076.0
2022-09,2022,9,B022,3,47124.0
2022-09,2022,9,B022,4,58344.0
2022-09,2022,9,B022,5,39600.0
2022-09,2022,9,B022,6,19800.0
2022-09,2022,9,B022,7,26400.0
2022-09,2022,9,B022,8,16500.0
2022-09,2022,9,B022,9,13200.0
2022-09,2022,9,B022,10,20900.0
2022-09,2022,9,B022,11,30800.0
2022-09,2022,9,B022,12,10098.0
2022-09,2022,9,B022,13,-9240.0
2022-09,2022,9,B022,14,-6820.0
2022-09,2022,9,B022,15,-6160.0
2022-09,2022,9,B022,16,-58520.0
2022-09,2022,9,B022,17,-12540.0
2022-09,2022,9,B022,18,-11495.0
2022-09,2022,9,B022,19,-10560.0
2022-09,2022,9,B022,20,-4840.0
2022-09,2022,9,B022,21,-4180.0
2022-09,2022,9,B022,22,-3080.0
2022-09,2022,9,B022,23,-13640.0
2022-09,2022,9,B022,24,-6820.0
2022-09,2022,9,B022,25,-6160.0
2022-09,2022,9,B022,26,-3960.0
2022-09,2022,9,B022,27,-11440.0
2022-09,2022,9,B022,28,-3520.0
2022-09,2022,9,B022,29,-4807.0
2022-09,2022,9,B022,30,-6479.0
2022-09,2022,9,B022,31,-2508.0
2022-09,2022,9,B022,32,-3960.0
2022-09,2022,9,B022,33,-3080.0
2022-09,2022,9,B022,34,-4620.0
2022-09,2022,9,B022,35,-6380.0
2022-09,2022,9,B022,36,-2640.0
2022-09,2022,9,B022,37,-2420.0
2022-09,2022,9,B022,38,-8360.0
2022-09,2022,9,B022,39,-3080.0
2022-09,2022,9,B022,40,-19360.0
2022-09,2022,9,B023,1,85272.0
2022-09,2022,9,B023,2,65076.0
2022-09,2022,9,B023,3,47124.0
2022-09,2022,9,B023,4,58344.0
2022-09,2022,9,B023,5,39600.0
2022-09,2022,9,B023,6,19800.0
2022-09,2022,9,B023,7,26400.0
2022-09,2022,9,B023,8,16500.0
2022-09,2022,9,B023,9,13200.0
2022-09,2022,9,B023,10,20900.0
2022-09,2022,9,B023,11,30800.0
2022-09,2022,9,B023,12,10098.0
2022-09,2022,9,B023,13,-9240.0
2022-09,2022,9,B023,14,-6820.0
2022-09,2022,9,B023,15,-6160.0
2022-09,2022,9,B023,16,-58520.0
2022-09,2022,9,B023,17,-12540.0
2022-09,2022,9,B023,18,-11495.0
2022-09,2022,9,B023,19,-10560.0
2022-09,2022,9,B023,20,-4840.0
2022-09,2022,9,B023,21,-4180.0
2022-09,2022,9,B023,22,-3080.0
2022-09,2022,9,B023,23,-13640.0
2022-09,2022,9,B023,24,-6820.0
2022-09,2022,9,B023,25,-6160.0
2022-09,2022,9,B023,26,-3960.0
2022-09,2022,9,B023,27,-11440.0
2022-09,2022,9,B023,28,-3520.0
2022-09,2022,9,B023,29,-4807.0
2022-09,2022,9,B023,30,-6479.0
2022-09,2022,9,B023,31,-2508.0
2022-09,2022,9,B023,32,-3960.0
2022-09,2022,9,B023,33,-3080.0
2022-09,2022,9,B023,34,-4620.0
2022-09,2022,9,B023,35,-6380.0
2022-09,2022,9,B023,36,-2640.0
2022-09,2022,9,B023,37,-2420.0
2022-09,2022,9,B023,38,-8360.0
2022-09,2022,9,B023,39,-3080.0
2022-09,2022,9,B023,40,-19360.0
2022-09,2022,9,B024,1,85272.0
2022-09,2022,9,B024,2,65076.0
2022-09,2022,9,B024,3,47124.0
2022-09,2022,9,B024,4,58344.0
2022-09,2022,9,B024,5,39600.0
2022-09,2022,9,B024,6,19800.0
2022-09,2022,9,B024,7,26400.0
2022-09,2022,9,B024,8,16500.0
2022-09,2022,9,B024,9,13200.0
2022-09,2022,9,B024,10,20900.0
2022-09,2022,9,B024,11,30800.0
2022-09,2022,9,B024,12,10098.0
2022-09,2022,9,B024,13,-9240.0
2022-09,2022,9,B024,14,-6820.0
2022-09,2022,9,B024,15,-6160.0
2022-09,2022,9,B024,16,-58520.0
2022-09,2022,9,B024,17,-12540.0
2022-09,2022,9,B024,18,-11495.0
2022-09,2022,9,B024,19,-10560.0
2022-09,2022,9,B024,20,-4840.0
2022-09,2022,9,B024,21,-4180.0
2022-09,2022,9,B024,22,-3080.0
2022-09,2022,9,B024,23,-13640.0
2022-09,2022,9,B024,24,-6820.0
2022-09,2022,9,B024,25,-6160.0
2022-09,2022,9,B024,26,-3960.0
2022-09,2022,9,B024,27,-11440.0
2022-09,2022,9,B024,28,-3520.0
2022-09,2022,9,B024,29,-4807.0
2022-09,2022,9,B024,30,-6479.0
2022-09,2022,9,B024,31,-2508.0
2022-09,2022,9,B024,32,-3960.0
2022-09,2022,9,B024,33,-3080.0
2022-09,2022,9,B024,34,-4620.0
2022-09,2022,9,B024,35,-6380.0
2022-09,2022,9,B024,36,-2640.0
2022-09,2022,9,B024,37,-2420.0
2022-09,2022,9,B024,38,-8360.0
2022-09,2022,9,B024,39,-3080.0
2022-09,2022,9,B024,40,-19360.0
2022-09,2022,9,B025,1,85272.0
2022-09,2022,9,B025,2,65076.0
2022-09,2022,9,B025,3,47124.0
2022-09,2022,9,B025,4,58344.0
2022-09,2022,9,B025,5,39600.0
2022-09,2022,9,B025,6,19800.0
2022-09,2022,9,B025,7,26400.0
2022-09,2022,9,B025,8,16500.0
2022-09,2022,9,B025,9,13200.0
2022-09,2022,9,B025,10,20900.0
2022-09,2022,9,B025,11,30800.0
2022-09,2022,9,B025,12,10098.0
2022-09,2022,9,B025,13,-9240.0
2022-09,2022,9,B025,14,-6820.0
2022-09,2022,9,B025,15,-6160.0
2022-09,2022,9,B025,16,-58520.0
2022-09,2022,9,B025,17,-12540.0
2022-09,2022,9,B025,18,-11495.0
2022-09,2022,9,B025,19,-10560.0
2022-09,2022,9,B025,20,-4840.0
2022-09,2022,9,B025,21,-4180.0
2022-09,2022,9,B025,22,-3080.0
2022-09,2022,9,B025,23,-13640.0
2022-09,2022,9,B025,24,-6820.0
2022-09,2022,9,B025,25,-6160.0
2022-09,2022,9,B025,26,-3960.0
2022-09,2022,9,B025,27,-11440.0
2022-09,2022,9,B025,28,-3520.0
2022-09,2022,9,B025,29,-4807.0
2022-09,2022,9,B025,30,-6479.0
2022-09,2022,9,B025,31,-2508.0
2022-09,2022,9,B025,32,-3960.0
2022-09,2022,9,B025,33,-3080.0
2022-09,2022,9,B025,34,-4620.0
